Projet	Titre du projet	Title Translated	Engagement de GdB (USD)	Descriptif	Agence de financement	Source de Financement	Région	Province	Commune	A l’Echelle National	Secteur	Sous-Secteur
BDI/000795	Elections and political processes programs in Burundi(elections et processus politiques au Burundi)	Elections and political processes programs in Burundi (elections and political processes in Burundi)		Favoriser le dialogue entre les parties prenantes visant à developper un environnement favorable et un cadre juridique pour des élections libres et transparentes)	United States Agency for International Development	États Unis d'Amérique	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Élections
BDI/000796	Intamenwa-les indivisibles pour une mobilisation de la jeunesse burundaise pour des élections paisibles au Burundi	Intamenwa-indivisible for youth mobilization Burundi for peaceful elections in Burundi		Créer un cadre de dialogue constructif entre les jeunes de milieux politiques différents, renforcer les capacités de la jeunesse burundaise à résister à la manipulation et à la violence à l'approche des élections 2015	United States Agency for International Development	États Unis d'Amérique	Sud; Ouest; Nord	Bubanza; Kirundo; Bujumbura Rural; Mairie de Bujumbura; Makamba	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Élections
BDI/000797	Supporting the communication strategy of the Burundi revenue authority (Appui à la la stratégie de communication de l'Office Burundaise des recettes	Supporting the communication strategy of the Burundi revenue authority (Appui à la la stratégie de communication de l'Office Burundaise des recettes		Améliorer le civisme fiscal à travers des campagnes de sensibilisation	United States Agency for International Development	États Unis d'Amérique	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Gestion financière du secteur public
BDI/000801	Programme d'appui au secteur de la santé PDSS Phase II	Program to support the health sector PDSS Phase II			Banque Mondiale; Fonds Fudiciaires Multidonneurs	Banque mondiale	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	SANTE	Santé, général
BDI/000802	IDECIV	IDECIV	400000	Recherches	African Capacity Building Fund	ACBF	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000803	East africa public health laboratory networking project	East africa public health laboratory networking project		To establish a network of efficient, high quality, accessiblepublic health laboratories for the diagnosis and surveillance of Tuberculosis(TB), and other communicable diseases	Association Internationale de Développement (Banque Mondiale)	Banque mondiale	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	SANTE	Santé, général
BDI/000804	Projet FCT II 10eme FED	Projet FCT II 10eme FED		contribuer au succès général de la mise en œuvre efficace et complète  des programmes de développement financés par le FED	Commission de l'Union Européenne	Commission de l'Union Européenne	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	AGRICULTURE	Développement agricole
BDI/000808	Programme d'Appui ä la Décentralisation III	Support Programme Decentralization III		bonne gouvernance	Swiss Agency for Development and Cooperation (SDC)	Suisse	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000809	FOOD SECURITY THEMATIC PROGRAMME 2011 - 2013	FOOD SECURITY THEMATIC PROGRAMME 2011 - 2013			Commission de l'Union Européenne	Commission de l'Union Européenne	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	AGRICULTURE	Développement agricole
BDI/000810	A shared bridge toward innovation: building up TVET demand driven services and networks for workers in the informal economy in Burundi and Ethiopia (via ONG VIS)	A shared bridge toward innovation: building up TVET demand driven services and networks for workers in the informal economy in Burundi and Ethiopia (via ONG VIS)		To contribute to the improvement of social, working and living conditions of the workers of the informal economy and of the most disadvantaged and vulnerable groups in Burundi and Ethiopia.	Commission de l'Union Européenne	Commission de l'Union Européenne	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000811	Amélioration du fonctionnement du secteur de la santé par un échange actif des différentes expériences dans le domaine du FBP qui sont en cours dans les 7 pays	Improving the functioning of the health sector through an active exchange of different experiences in PBF are underway in seven countries		L'objectif de ce projet est l'amélioration des systèmes de santé par l'échange actif des expériences de FBP.	Commission de l'Union Européenne	Commission de l'Union Européenne	Sud	Makamba	Non spécifié	Non	SANTE	Politique de la santé et gestion administrative
BDI/000812	Renforcement des associations engagées pour le respect des droits des minorités sexuelles dans la région des Grands Lacs (via ONG GRET)	Strengthening associations involved to respect the rights of sexual minorities in the Great Lakes region (via NGO GRET)		développer une culture de respect des droits de la personne par l’appui aux organisations de la société civile dans les pays des Grands Lacs, pays en phase de reconstruction après la guerre civile.	Commission de l'Union Européenne	Commission de l'Union Européenne	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000813	Eau potable pour la population	Drinking water for the population			Swiss Agency for Development and Cooperation (SDC)	Suisse	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	DISTRIBUTION D’EAU ET ASSAINISSEMENT	Distribution d’eau et assainissement – systèmes à grande échelle
BDI/000814	Sécurité alimentaire Burundi-Nutrition	Food security Burundi-Nutrition			Swiss Agency for Development and Cooperation (SDC)	Suisse	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	SANTE	Nutrition de base
BDI/000816	Agriculture  et sécurité alimentaire  production	Agriculture and food production safety			Swiss Agency for Development and Cooperation (SDC)	Suisse	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	AGRICULTURE	Protection des plantes et des récoltes, lutte antiacridienne
BDI/000817	Rencontres foncières	Love Land			Swiss Agency for Development and Cooperation (SDC)	Suisse	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Prévention et règlement des conflits, paix et sécurité
BDI/000818	Instrument de Coopération au développement : Migration	Cooperation Instrument Development: Migration		Protection internationale et droits pour les demandeurs d'asile et refugies au Burundi (PIDDAR).	Commission de l'Union Européenne	Commission de l'Union Européenne	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	NON AFFECTE/ NON SPECIFIE	Secteur non spécifié
BDI/000819	Instrument de stabilité (IFS)	Instrument for Stability (IFS)			Commission de l'Union Européenne	Commission de l'Union Européenne	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Élections
BDI/000820	Don IDF Cadre des Dépenses à Moyen Terme (CDMT)	Don IDF Framework Medium Term Expenditure Framework (MTEF)		Renforcer les capacités de l'Etat dans la planification et la budgétisation  stratégiques	Banque Mondiale	Banque mondiale	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Administration gouvernementale
BDI/000821	Projet d'appui au Projet  Multisectoriel d'infrastructures Eau et Electricité et  au  Projet d'Urgence pour le Secteur de l'Electricté (PAPP)	Support Project Project Multisectoral Water and Electricity Infrastructure and Emergency Project for the Electricity Sector (PAPP)			Pays Bas	Pays-Bas	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	DISTRIBUTION D’EAU ET ASSAINISSEMENT; PRODUCTION ET DISTRIBUTION D’ENERGIE	Distribution d’eau potable de base et assainissement de base; Transmission et distribution d’électricité
BDI/000822	Réfugiés et demandeurs d'asile au burundi	Refugees and asylum seekers in Burundi		Assistance des réfugiés dans les camps et en milieu urbain dans les secteur: santé et nutrition; Education, eau/ sanitation; transport; Vivres/non-vivres	ECHO	Commission de l'Union Européenne	Nord	Muyinga	Gasorwe	Non	AIDE HUMANITAIRE	Intervention d’urgence
BDI/000823	Rappatriement des Burundais	Fetching Burundians		Rappatriement volontaire	Norvège	Norvège	Sud	Rutana; Bururi; Makamba	Non spécifié	Non	AIDE HUMANITAIRE	Assistance matérielle et services d’urgence
BDI/000824	Assistance aux rapatriés Burundais et Protection des refugiés et demandeurs d'asile au Burundi	Assistance to Burundian returnees and protection of refugees and asylum seekers in Burundi		Rapatriement volontaire/protection et solutions mixtes(Refugiés)	Suisse	Suisse	Sud; Nord	Muyinga; Rutana; Bururi; Makamba	Non spécifié; Gasorwe	Non	Non spécifié	Non spécifié
BDI/000825	Rapatriemnent des Burundais : abri, assistance et résolution des conflits, profilage des personnes déplacées internes	Rapatriemnent Burundians: shelter, assistance and conflict resolution profiling of IDPs			Fonds des Nations Unies pour la Consolidation de la Paix (FNUCP))	Nations Unies	Sud	Rutana; Bururi; Makamba	Non spécifié	Non	AIDE HUMANITAIRE	Reconstruction et réhabilitation
BDI/000826	Assisnce au rapatriés burundais et proctection des refugiés et demandeurs d'asile au Burundi	Assisnce Burundian returnees and proctection of refugees and asylum seekers in Burundi		Rapatriement volontaire/protection et solutions mixtes(réfugiés)	Japon	Japon	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	AIDE HUMANITAIRE	Coordination des secours et services de soutien et de protection
BDI/000827	Rapatriement des Burundais de Mtabila	Repatriation of Burundian Mtabila		Abris; santé; besoins domestiques, Eau; Réintégration soutenue; monitoring; transport/logistique; protection des ENA; Gestion du programme	Central Emergency Response Fund	Nations Unies	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	Non spécifié	Non spécifié
BDI/000828	Support the socio-economic for Reintegration of confict affected	Support the socio-economic for Reintegration of confict affected		Autonomisation de la femme	Fonds des Nations Unies pour la Consolidation de la Paix (FNUCP))	Nations Unies	Ouest	Bubanza; Bujumbura Rural; Cibitoke	Non spécifié	Non	NON AFFECTE/ NON SPECIFIE	Sensibilisation au développement
BDI/000829	Promotion des emplois pour les jeunes ruraux	Promoting jobs for rural youth			Fonds International de Développement de l'Agriculture	Nations Unies	Ouest; Nord	Ngozi; Bubanza	Non spécifié	Non	AGRICULTURE	Services financiers agricoles
BDI/000830	Traitement de la malnutrition aigüe sévère	Treatment of severe acute malnutrition			United States Agency for International Development	États Unis d'Amérique	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	AIDE HUMANITAIRE	Aide alimentaire d’urgence
BDI/000831	Projet de développement Rural du Bugesera	Rural development project in Bugesera			Banque Africaine de Développement	Banque Africaine de Développement	Nord	Kirundo	Non spécifié	Non	AGRICULTURE; INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS	Aide plurisectorielle pour les services sociaux de base; Développement agricole
BDI/000832	Appui au secteur privé (TERRAFINA)	Support to the private sector (terrafina)			Pays Bas	Pays-Bas	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	BANQUES ET SERVICES FINANCIERS	Intermédiaires financiers officiels
BDI/000833	Projet appui foncier ZOA	Support project land ZOA			Pays Bas	Pays-Bas	Sud	Makamba	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Administration gouvernementale
BDI/000834	Consolidation de la Paix à travers l'Appui à la réintégration socio-économique durable	Consolidation of Peace through support for sustainable socio-economic reintegration			Bureau Intégré des Nations Unies au Burundi	Nations Unies	Ouest	Bubanza; Bujumbura Rural; Mairie de Bujumbura; Cibitoke	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Maintien de la paix à l’issue d’un conflit (NU)
BDI/000835	GVC FARN Nutrition	GVC FARN Nutrition			Pays Bas	Pays-Bas	Nord	Ngozi; Kirundo	Non spécifié	Non	AGRICULTURE	Production agricole
BDI/000836	Atelier de lancement Agri-profocus	Inception Workshop Agri-profocus			Pays Bas	Pays-Bas	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	AGRICULTURE	Politique agricole et gestion administrative
